time,x,y,vx,vy
122.163,331.362,12.194,-66.208,4.530
122.532,329.381,12.439,-65.825,4.560
122.909,327.412,12.687,-65.435,4.590
123.294,325.455,12.938,-65.038,4.620
123.686,323.510,13.193,-64.635,4.650
124.085,321.577,13.451,-64.225,4.680
124.493,319.657,13.711,-63.809,4.710
124.908,317.749,13.974,-63.386,4.740
125.331,315.854,14.240,-62.958,4.770
125.762,313.971,14.508,-62.523,4.800
126.202,312.102,14.778,-62.083,4.830
126.649,310.246,15.051,-61.637,4.860
127.105,308.404,15.326,-61.185,4.890
127.569,306.575,15.603,-60.727,4.920
128.041,304.761,15.881,-60.265,4.950
128.521,302.960,16.162,-59.797,4.980
129.011,301.173,16.444,-59.324,5.010
129.508,299.400,16.727,-58.846,5.040
130.014,297.642,17.012,-58.363,5.070
130.529,295.898,17.299,-57.875,5.100
131.052,294.170,17.586,-57.383,5.130
131.584,292.456,17.874,-56.886,5.160
132.125,290.756,18.163,-56.385,5.190
132.674,289.072,18.453,-55.880,5.220
133.232,287.404,18.744,-55.370,5.250
133.799,285.750,19.035,-54.857,5.280
134.374,284.112,19.327,-54.339,5.310
134.958,282.490,19.619,-53.818,5.340
135.551,280.883,19.911,-53.293,5.370
136.153,279.292,20.203,-52.764,5.400
136.763,277.718,20.495,-52.233,5.430
137.382,276.159,20.787,-51.697,5.460
138.010,274.616,21.078,-51.159,5.490
138.647,273.089,21.370,-50.618,5.520
139.293,271.579,21.660,-50.074,5.550
139.947,270.085,21.950,-49.527,5.580
140.610,268.607,22.239,-48.977,5.610
141.281,267.146,22.527,-48.425,5.640
141.961,265.702,22.814,-47.870,5.670
142.650,264.274,23.100,-47.313,5.700
143.347,262.863,23.385,-46.754,5.730
144.053,261.469,23.668,-46.193,5.760
144.767,260.091,23.950,-45.630,5.790
145.490,258.731,24.230,-45.065,5.820
146.221,257.387,24.508,-44.498,5.850
146.960,256.061,24.784,-43.930,5.880
147.708,254.752,25.059,-43.361,5.910
148.464,253.459,25.331,-42.790,5.940
149.228,252.184,25.601,-42.218,5.970
150.000,250.926,25.869,-41.644,6.000
150.000,250.926,25.869,-41.644,6.000
150.780,249.686,26.134,-41.070,6.030
151.568,248.462,26.397,-40.495,6.060
152.364,247.256,26.657,-39.920,6.090
153.167,246.067,26.914,-39.343,6.120
153.979,244.895,27.169,-38.766,6.150
154.797,243.741,27.421,-38.188,6.180
155.624,242.604,27.670,-37.610,6.210
156.458,241.484,27.917,-37.031,6.240
157.299,240.382,28.160,-36.452,6.270
158.147,239.297,28.401,-35.873,6.300
159.003,238.230,28.639,-35.293,6.330
159.866,237.180,28.874,-34.713,6.360
160.735,236.147,29.106,-34.133,6.390
161.612,235.132,29.335,-33.553,6.420
162.495,234.134,29.561,-32.972,6.450
163.386,233.153,29.784,-32.392,6.480
164.282,232.190,30.004,-31.812,6.510
165.186,231.245,30.220,-31.233,6.540
166.096,230.316,30.434,-30.653,6.570
167.012,229.406,30.644,-30.074,6.600
167.934,228.512,30.850,-29.495,6.630
168.863,227.636,31.054,-28.917,6.660
169.797,226.777,31.254,-28.339,6.690
170.738,225.935,31.450,-27.762,6.720
171.684,225.111,31.643,-27.186,6.750
172.637,224.304,31.833,-26.610,6.780
173.594,223.515,32.019,-26.035,6.810
174.558,222.742,32.201,-25.461,6.840
175.526,221.987,32.380,-24.888,6.870
176.500,221.249,32.555,-24.316,6.900
177.480,220.528,32.726,-23.745,6.930
178.464,219.824,32.894,-23.176,6.960
179.453,219.137,33.058,-22.607,6.990
180.447,218.468,33.218,-22.040,7.020
181.446,217.815,33.374,-21.474,7.050
182.450,217.179,33.526,-20.909,7.080
183.458,216.560,33.674,-20.346,7.110
184.470,215.958,33.818,-19.785,7.140
185.487,215.373,33.959,-19.225,7.170
186.508,214.805,34.095,-18.667,7.200
187.532,214.253,34.227,-18.111,7.230
188.561,213.718,34.354,-17.556,7.260
189.594,213.200,34.478,-17.004,7.290
190.630,212.698,34.597,-16.453,7.320
191.669,212.213,34.712,-15.904,7.350
192.713,211.744,34.823,-15.358,7.380
193.759,211.291,34.929,-14.813,7.410
194.808,210.855,35.031,-14.271,7.440
195.861,210.435,35.129,-13.731,7.470
196.916,210.031,35.222,-13.194,7.500
197.974,209.643,35.310,-12.659,7.530
199.035,209.271,35.394,-12.126,7.560
200.098,208.916,35.473,-11.596,7.590
201.163,208.576,35.548,-11.069,7.620
202.230,208.251,35.618,-10.544,7.650
203.300,207.943,35.683,-10.022,7.680
204.371,207.650,35.744,-9.503,7.710
205.444,207.373,35.799,-8.987,7.740
206.519,207.111,35.850,-8.474,7.770
207.595,206.864,35.896,-7.964,7.800
208.673,206.633,35.937,-7.456,7.830
209.752,206.417,35.973,-6.953,7.860
210.831,206.216,36.003,-6.452,7.890
211.912,206.030,36.029,-5.955,7.920
212.993,205.859,36.050,-5.461,7.950
214.075,205.702,36.066,-4.970,7.980
215.157,205.560,36.076,-4.483,8.010
216.239,205.433,36.081,-4.000,8.040
217.322,205.320,36.081,-3.520,8.070
218.404,205.222,36.076,-3.044,8.100
219.486,205.138,36.065,-2.572,8.130
220.568,205.067,36.049,-2.104,8.160
221.649,205.011,36.027,-1.639,8.190
222.729,204.969,36.000,-1.179,8.220
223.809,204.941,35.968,-0.722,8.250
224.887,204.926,35.930,-0.270,8.280
225.965,204.924,35.886,0.178,8.310
227.041,204.936,35.837,0.622,8.340
228.115,204.962,35.782,1.062,8.370
229.187,205.000,35.721,1.497,8.400
230.258,205.051,35.654,1.928,8.430
231.327,205.116,35.582,2.354,8.460
232.393,205.193,35.504,2.775,8.490
233.457,205.282,35.420,3.192,8.520
234.518,205.384,35.330,3.605,8.550
235.576,205.498,35.234,4.012,8.580
236.632,205.625,35.132,4.414,8.610
237.684,205.763,35.025,4.812,8.640
238.733,205.913,34.911,5.205,8.670
239.779,206.075,34.790,5.592,8.700
240.821,206.249,34.664,5.975,8.730
241.859,206.434,34.532,6.352,8.760
242.893,206.630,34.393,6.724,8.790
243.922,206.837,34.248,7.091,8.820
244.947,207.055,34.097,7.452,8.850
245.968,207.284,33.939,7.807,8.880
246.984,207.524,33.775,8.158,8.910
247.994,207.774,33.604,8.502,8.940
249.000,208.034,33.427,8.841,8.970
250.000,208.304,33.244,9.174,9.000
250.000,208.304,33.244,9.174,9.000
250.994,208.584,33.054,9.502,9.030
251.983,208.874,32.857,9.824,9.060
252.966,209.174,32.654,10.139,9.090
253.942,209.482,32.445,10.450,9.120
254.913,209.800,32.230,10.755,9.150
255.876,210.128,32.009,11.054,9.180
256.833,210.464,31.782,11.348,9.210
257.783,210.808,31.549,11.636,9.240
258.726,211.162,31.311,11.919,9.270
259.662,211.524,31.067,12.196,9.300
260.590,211.894,30.817,12.469,9.330
261.511,212.272,30.563,12.736,9.360
262.424,212.658,30.303,12.998,9.390
263.329,213.051,30.038,13.255,9.420
264.226,213.453,29.769,13.507,9.450
265.115,213.862,29.494,13.754,9.480
265.995,214.278,29.215,13.996,9.510
266.868,214.702,28.931,14.234,9.540
267.731,215.132,28.643,14.466,9.570
268.586,215.569,28.351,14.694,9.600
269.432,216.014,28.054,14.917,9.630
270.269,216.464,27.753,15.135,9.660
271.097,216.922,27.448,15.349,9.690
271.916,217.385,27.140,15.558,9.720
272.726,217.855,26.827,15.763,9.750
273.526,218.331,26.511,15.963,9.780
274.316,218.813,26.192,16.159,9.810
275.097,219.301,25.869,16.351,9.840
275.868,219.794,25.543,16.539,9.870
276.630,220.293,25.214,16.722,9.900
277.381,220.797,24.881,16.901,9.930
278.123,221.307,24.546,17.076,9.960
278.854,221.822,24.208,17.248,9.990
279.575,222.342,23.867,17.415,10.020
280.286,222.867,23.524,17.578,10.050
280.987,223.396,23.178,17.737,10.080
281.677,223.931,22.830,17.893,10.110
282.356,224.470,22.480,18.045,10.140
283.025,225.013,22.128,18.193,10.170
283.684,225.561,21.774,18.337,10.200
284.332,226.114,21.417,18.478,10.230
284.969,226.670,21.060,18.616,10.260
285.595,227.231,20.700,18.750,10.290
286.211,227.795,20.339,18.880,10.320
286.816,228.363,19.977,19.008,10.350
287.410,228.935,19.613,19.132,10.380
287.993,229.511,19.248,19.252,10.410
