time,x,y,vx,vy
243.307,464.326,15.976,-17.268,8.400
244.900,462.593,15.877,-17.382,8.500
246.483,460.850,15.787,-17.487,8.600
248.058,459.096,15.706,-17.583,8.700
249.625,457.333,15.634,-17.669,8.800
251.185,455.563,15.573,-17.746,8.900
252.739,453.785,15.521,-17.812,9.000
252.739,453.785,15.521,-17.812,9.000
254.289,452.001,15.479,-17.867,9.100
255.836,450.211,15.447,-17.913,9.200
257.379,448.418,15.424,-17.948,9.300
258.921,446.622,15.409,-17.974,9.400
260.461,444.824,15.402,-17.992,9.500
262.001,443.024,15.403,-18.001,9.600
263.542,441.224,15.411,-18.001,9.700
265.084,439.424,15.426,-17.995,9.800
266.627,437.625,15.447,-17.981,9.900
268.173,435.828,15.474,-17.961,10.000
269.722,434.033,15.506,-17.935,10.100
271.275,432.241,15.543,-17.904,10.200
272.831,430.453,15.585,-17.867,10.300
274.392,428.668,15.630,-17.825,10.400
275.957,426.888,15.679,-17.779,10.500
277.528,425.112,15.730,-17.730,10.600
279.104,423.342,15.784,-17.677,10.700
280.685,421.577,15.840,-17.621,10.800
282.272,419.818,15.898,-17.563,10.900
283.864,418.064,15.956,-17.503,11.000
285.463,416.317,16.015,-17.442,11.100
287.067,414.576,16.075,-17.380,11.200
288.678,412.841,16.134,-17.317,11.300
290.294,411.113,16.192,-17.254,11.400
291.916,409.390,16.249,-17.192,11.500
293.544,407.674,16.304,-17.130,11.600
295.177,405.964,16.356,-17.070,11.700
296.815,404.260,16.406,-17.012,11.800
298.458,402.562,16.453,-16.956,11.900
300.105,400.869,16.497,-16.902,12.000
300.105,400.869,16.497,-16.902,12.000
301.757,399.181,16.536,-16.852,12.100
303.413,397.498,16.571,-16.805,12.200
305.071,395.820,16.603,-16.761,12.300
306.733,394.146,16.631,-16.720,12.400
308.397,392.476,16.655,-16.682,12.500
310.064,390.810,16.676,-16.646,12.600
311.732,389.147,16.694,-16.614,12.700
313.402,387.487,16.708,-16.584,12.800
315.074,385.830,16.720,-16.556,12.900
316.746,384.175,16.730,-16.531,13.000
318.420,382.523,16.736,-16.509,13.100
320.094,380.874,16.740,-16.488,13.200
321.768,379.226,16.742,-16.470,13.300
323.442,377.580,16.742,-16.454,13.400
325.116,375.935,16.740,-16.440,13.500
326.790,374.291,16.736,-16.428,13.600
328.463,372.649,16.730,-16.418,13.700
330.136,371.008,16.723,-16.410,13.800
331.808,369.367,16.715,-16.403,13.900
333.479,367.727,16.705,-16.398,14.000
335.149,366.087,16.695,-16.395,14.100
336.818,364.448,16.683,-16.393,14.200
338.485,362.809,16.671,-16.392,14.300
340.152,361.170,16.658,-16.393,14.400
341.817,359.530,16.645,-16.395,14.500
343.481,357.890,16.632,-16.398,14.600
345.143,356.250,16.618,-16.402,14.700
346.805,354.610,16.605,-16.407,14.800
348.464,352.969,16.592,-16.414,14.900
350.123,351.327,16.579,-16.420,15.000
350.123,351.327,16.579,-16.420,15.000
351.780,349.685,16.567,-16.428,15.100
353.436,348.042,16.555,-16.436,15.200
355.091,346.398,16.544,-16.445,15.300
356.745,344.753,16.534,-16.453,15.400
358.398,343.107,16.525,-16.462,15.500
360.050,341.460,16.516,-16.471,15.600
361.701,339.813,16.509,-16.480,15.700
363.352,338.164,16.504,-16.489,15.800
365.002,336.515,16.499,-16.497,15.900
366.652,334.865,16.496,-16.504,16.000
368.301,333.214,16.495,-16.511,16.100
369.951,331.563,16.495,-16.517,16.200
371.600,329.911,16.497,-16.522,16.300
373.250,328.258,16.500,-16.526,16.400
374.900,326.606,16.506,-16.528,16.500
376.551,324.953,16.514,-16.529,16.600
378.203,323.300,16.524,-16.529,16.700
379.856,321.647,16.536,-16.527,16.800
381.511,319.995,16.550,-16.522,16.900
383.166,318.343,16.567,-16.516,17.000
384.824,316.691,16.587,-16.508,17.100
386.484,315.041,16.609,-16.497,17.200
388.146,313.392,16.634,-16.484,17.300
389.811,311.744,16.662,-16.469,17.400
391.479,310.098,16.693,-16.450,17.500
393.150,308.454,16.727,-16.429,17.600
394.824,306.813,16.764,-16.405,17.700
396.502,305.174,16.804,-16.377,17.800
398.185,303.537,16.848,-16.346,17.900
399.872,301.904,16.895,-16.312,18.000
399.872,301.904,16.895,-16.312,18.000
401.564,300.275,16.945,-16.274,18.100
403.261,298.650,16.999,-16.233,18.200
404.964,297.029,17.056,-16.190,18.300
406.672,295.412,17.114,-16.144,18.400
408.387,293.800,17.174,-16.096,18.500
410.107,292.193,17.236,-16.047,18.600
411.834,290.590,17.298,-15.997,18.700
413.567,288.993,17.360,-15.946,18.800
415.306,287.401,17.422,-15.896,18.900
417.051,285.814,17.483,-15.845,19.000
418.802,284.232,17.543,-15.796,19.100
420.560,282.655,17.601,-15.748,19.200
422.323,281.082,17.658,-15.702,19.300
424.091,279.515,17.711,-15.657,19.400
425.865,277.951,17.761,-15.616,19.500
427.643,276.391,17.808,-15.577,19.600
429.426,274.835,17.851,-15.542,19.700
431.213,273.283,17.889,-15.511,19.800
433.004,271.733,17.922,-15.484,19.900
434.798,270.186,17.949,-15.462,20.000
436.594,268.641,17.971,-15.445,20.100
438.392,267.097,17.986,-15.434,20.200
440.191,265.554,17.994,-15.429,20.300
441.990,264.011,17.994,-15.431,20.400
443.789,262.467,17.987,-15.439,20.500
445.587,260.923,17.971,-15.455,20.600
447.383,259.376,17.947,-15.480,20.700
449.176,257.826,17.913,-15.512,20.800
450.965,256.273,17.869,-15.553,20.900
452.750,254.716,17.814,-15.604,21.000
452.750,254.716,17.814,-15.604,21.000
454.528,253.152,17.749,-15.664,21.100
456.299,251.582,17.674,-15.733,21.200
458.062,250.005,17.589,-15.812,21.300
459.817,248.420,17.494,-15.900,21.400
461.561,246.825,17.390,-15.998,21.500
463.294,245.220,17.277,-16.104,21.600
465.016,243.604,17.156,-16.219,21.700
466.725,241.976,17.026,-16.342,21.800
468.421,240.335,16.889,-16.474,21.900
470.103,238.681,16.745,-16.614,22.000
471.770,237.012,16.594,-16.763,22.100
473.421,235.328,16.437,-16.919,22.200
475.057,233.628,16.273,-17.083,22.300
476.676,231.911,16.104,-17.255,22.400
478.277,230.176,15.930,-17.434,22.500
479.862,228.424,15.751,-17.621,22.600
481.428,226.652,15.568,-17.815,22.700
482.975,224.861,15.380,-18.016,22.800
484.504,223.049,15.190,-18.224,22.900
486.013,221.216,14.995,-18.438,23.000
487.503,219.361,14.798,-18.659,23.100
488.972,217.484,14.599,-18.887,23.200
490.422,215.583,14.398,-19.120,23.300
491.852,213.659,14.195,-19.360,23.400
493.261,211.711,13.990,-19.606,23.500
494.650,209.738,13.786,-19.857,23.600
496.018,207.739,13.580,-20.115,23.700
497.366,205.715,13.375,-20.377,23.800
498.693,203.664,13.170,-20.645,23.900
500.000,201.586,12.966,-20.918,24.000
500.000,201.586,12.966,-20.918,24.000
501.286,199.480,12.763,-21.197,24.100
502.553,197.346,12.562,-21.479,24.200
503.799,195.184,12.363,-21.766,24.300
505.025,192.993,12.167,-22.058,24.400
506.232,190.772,11.975,-22.352,24.500
507.420,188.522,11.787,-22.650,24.600
508.590,186.242,11.603,-22.951,24.700
509.741,183.932,11.425,-23.255,24.800
510.875,181.591,11.252,-23.560,24.900
511.992,179.220,11.086,-23.868,25.000
513.093,176.817,10.927,-24.177,25.100
514.178,174.384,10.776,-24.488,25.200
515.248,171.920,10.633,-24.799,25.300
516.305,169.424,10.498,-25.111,25.400
517.348,166.898,10.373,-25.423,25.500
518.379,164.340,10.258,-25.735,25.600
519.400,161.751,10.153,-26.046,25.700
520.410,159.131,10.059,-26.357,25.800
521.412,156.479,9.977,-26.666,25.900
522.406,153.797,9.907,-26.974,26.000
523.394,151.085,9.850,-27.279,26.100
524.377,148.342,9.806,-27.583,26.200
525.356,145.568,9.777,-27.884,26.300
526.333,142.765,9.761,-28.182,26.400
527.309,139.932,9.761,-28.477,26.500
528.285,137.070,9.777,-28.768,26.600
529.264,134.179,9.809,-29.055,26.700
530.248,131.259,9.857,-29.338,26.800
531.236,128.311,9.923,-29.616,26.900
532.233,125.336,10.007,-29.890,27.000
532.233,125.336,10.007,-29.890,27.000
533.239,122.333,10.110,-30.158,27.100
534.255,119.304,10.231,-30.420,27.200
535.285,116.249,10.371,-30.678,27.300
536.330,113.169,10.530,-30.929,27.400
537.392,110.064,10.707,-31.176,27.500
538.472,106.934,10.904,-31.416,27.600
539.573,103.781,11.119,-31.652,27.700
540.697,100.604,11.353,-31.881,27.800
541.845,97.405,11.606,-32.105,27.900
543.019,94.183,11.879,-32.324,28.000
544.221,90.940,12.170,-32.537,28.100
545.453,87.676,12.481,-32.744,28.200
546.718,84.391,12.811,-32.945,28.300
548.016,81.087,13.160,-33.141,28.400
549.350,77.763,13.528,-33.330,28.500
550.722,74.421,13.916,-33.514,28.600
552.134,71.061,14.324,-33.693,28.700
553.588,67.683,14.750,-33.865,28.800
555.085,64.288,15.197,-34.031,28.900
556.628,60.877,15.663,-34.191,29.000
558.218,57.450,16.149,-34.346,29.100
559.858,54.008,16.654,-34.494,29.200
561.550,50.551,17.179,-34.636,29.300
563.295,47.081,17.724,-34.772,29.400
565.095,43.597,18.289,-34.902,29.500
566.953,40.101,18.874,-35.026,29.600
568.871,36.592,19.479,-35.144,29.700
570.850,33.072,20.104,-35.256,29.800
572.892,29.541,20.749,-35.361,29.900
575.000,26.000,21.414,-35.460,30.000
