10.12,0,0,0,0,0,0,1,0,0,0,0,0,0
10.3601,-0.000419319,1.07871e-06,0,0,0,0.00128626,0.999999,0,0,0,0,0,0
10.6801,-0.00377374,-2.26522e-05,0,0,0,0.0115761,0.999933,-0.0104838,0,0,0,0,0.064318
10.9601,-0.007965,-0.000147762,0,0,0,0.0244365,0.999701,-0.0209713,0,0,0,0,0.128658
11.24,-0.0138232,-0.000515309,0,0,0,0.0552809,0.998471,-0.0210144,0,0,0,0,0.257845
11.5201,-0.0188105,-0.00117668,0,0,0,0.093759,0.995595,-0.0104833,0,0,0,0,0.321573
11.8,-0.0216901,-0.00174257,0,0,0,0.13847,0.990367,0,0,0,0,0,0.386992
11.8801,-0.0220931,-0.00185861,0,0,0,0.152468,0.988308,-0.0104927,0,0,0,0,0.321862
12.0001,-0.0216934,-0.00173228,0,0,0,0.179105,0.98383,0.0104843,0,0,0,0,0.450247
12.0401,-0.0212983,-0.0015916,0,0,0,0.187955,0.982178,0.0104817,0,0,0,0,0.450135
12.08,-0.0209059,-0.00144382,0,0,0,0.196791,0.980445,0.0105101,0,0,0,0,0.451353
12.3201,-0.0163193,0.000620771,0,0,0,0.244459,0.96966,0.0209713,0,0,0,0,0.385975
12.7201,0.00126363,0.0112314,0,0,0,0.302597,0.953119,0.0731962,0,0,0,0,0.320754
12.9201,0.0104199,0.0178871,0,0,0,0.335508,0.942037,0.0628854,0,0,0,0,0.3858
13.1201,0.0203602,0.0262592,0,0,0,0.370406,0.92887,0.0627351,0,0,0,0,0.384878
13.2801,0.0284958,0.0341292,0,0,0,0.400079,0.916481,0.0733571,0,0,0,0,0.32146
13.5201,0.0404028,0.047659,0,0,0,0.445531,0.895267,0.0837992,0,0,0,0,0.385579
13.7201,0.0497837,0.0605324,0,0,0,0.486494,0.873684,0.073372,0,0,0,0,0.450135
13.8801,0.056745,0.0720005,0,0,0,0.517638,0.8556,0.0733772,0,0,0,0,0.450167
14.0401,0.0626502,0.0835778,0,0,0,0.547034,0.837111,0.0941592,0,0,0,0,0.449294
14.2801,0.0698966,0.101444,0,0,0,0.58936,0.80787,0.083703,0,0,0,0,0.385137
14.4401,0.0738442,0.114265,0,0,0,0.616043,0.787712,0.094309,0,0,0,0,0.321435
14.6,0.0774229,0.129358,0,0,0,0.64105,0.767499,0.0944604,0,0,0,0,0.321951
14.7601,0.0802151,0.145469,0,0,0,0.663472,0.748201,0.104935,0,0,0,0,0.386265
14.9201,0.0821788,0.162968,0,0,0,0.684376,0.729129,0.115336,0,0,0,0,0.321628
15.0801,0.0831524,0.18097,0,0,0,0.705644,0.708566,0.115333,0,0,0,0,0.321621
15.2401,0.0831139,0.199838,0,0,0,0.724524,0.68925,0.125404,0,0,0,0,0.384674
15.4,0.0819633,0.22035,0,0,0,0.737686,0.675144,0.136276,0,0,0,0,0.192934
15.56,0.0798944,0.242477,0,0,0,0.750574,0.660786,0.146791,0,0,0,0,0.257303
15.72,0.0770946,0.263677,0,0,0,0.759848,0.6501,0.126054,0,0,0,0,0.12889
15.9201,0.0730504,0.288508,0,0,0,0.769792,0.638295,0.115129,0,0,0,0,0.19263
15.9601,0.0720549,0.293867,0,0,0,0.770612,0.637304,0.136457,0,0,0,0,0.0643967
16,0.0712242,0.298404,0,0,0,0.773066,0.634326,0.115339,0,0,0,0,0.192983
16.04,0.0701735,0.303753,0,0,0,0.773881,0.633331,0.136381,0,0,0,0,0.064361
16.0801,0.0692037,0.308691,0,0,0,0.775508,0.631338,0.125561,0,0,0,0,0.128386
16.1201,0.0682085,0.313623,0,0,0,0.777129,0.629341,0.125808,0,0,0,0,0.128638
16.1601,0.0671626,0.318545,0,0,0,0.777129,0.629341,0.125768,0,0,0,0,0
16.2001,0.0662154,0.323059,0,0,0,0.777938,0.628341,0.115322,0,0,0,0,0.064318
16.2401,0.0651568,0.327979,0,0,0,0.777938,0.628341,0.125805,0,0,0,0,0
16.2801,0.0641236,0.332903,0,0,0,0.779552,0.626338,0.125759,0,0,0,0,0.128588
16.3201,0.0630397,0.337817,0,0,0,0.779552,0.626338,0.125815,0,0,0,0,0
16.36,0.0619558,0.342731,0,0,0,0.779552,0.626338,0.126023,0,0,0,0,0
16.44,0.0598795,0.352149,0,0,0,0.778746,0.62734,0.125998,0,0,0,0,0
16.4801,0.0588083,0.357065,0,0,0,0.778746,0.62734,0.125536,0,0,0,0,0
