time,x,y,vx,vy
26.000,575.000,0.000,0.000,0.000
26.008,574.995,0.503,-0.314,0.030
26.030,574.981,0.997,-0.627,0.060
26.067,574.958,1.485,-0.939,0.090
26.119,574.925,1.964,-1.249,0.120
26.185,574.883,2.436,-1.559,0.150
26.265,574.831,2.900,-1.867,0.180
26.359,574.771,3.356,-2.174,0.210
26.466,574.701,3.805,-2.480,0.240
26.587,574.622,4.247,-2.785,0.270
26.721,574.534,4.681,-3.089,0.300
26.868,574.437,5.108,-3.392,0.330
27.028,574.330,5.527,-3.693,0.360
27.200,574.215,5.939,-3.994,0.390
27.384,574.091,6.344,-4.293,0.420
27.580,573.957,6.742,-4.591,0.450
27.788,573.815,7.132,-4.888,0.480
28.008,573.664,7.516,-5.184,0.510
28.239,573.504,7.892,-5.478,0.540
28.481,573.335,8.262,-5.772,0.570
28.735,573.158,8.625,-6.064,0.600
28.999,572.972,8.980,-6.355,0.630
29.274,572.777,9.329,-6.645,0.660
29.559,572.573,9.671,-6.934,0.690
29.854,572.361,10.006,-7.221,0.720
30.159,572.140,10.335,-7.508,0.750
30.474,571.910,10.657,-7.793,0.780
30.798,571.672,10.972,-8.077,0.810
31.132,571.426,11.281,-8.359,0.840
31.475,571.171,11.584,-8.641,0.870
31.827,570.907,11.879,-8.921,0.900
32.188,570.635,12.169,-9.200,0.930
32.557,570.355,12.452,-9.478,0.960
32.935,570.067,12.729,-9.755,0.990
33.321,569.770,12.999,-10.031,1.020
33.715,569.465,13.263,-10.305,1.050
34.116,569.152,13.522,-10.578,1.080
34.526,568.830,13.774,-10.850,1.110
34.943,568.501,14.020,-11.121,1.140
35.367,568.163,14.260,-11.390,1.170
35.798,567.817,14.493,-11.658,1.200
36.237,567.463,14.721,-11.925,1.230
36.682,567.102,14.944,-12.191,1.260
37.133,566.732,15.160,-12.455,1.290
37.591,566.354,15.371,-12.718,1.320
38.055,565.969,15.575,-12.980,1.350
38.526,565.576,15.774,-13.241,1.380
39.002,565.174,15.968,-13.501,1.410
39.484,564.766,16.156,-13.759,1.440
39.971,564.349,16.338,-14.016,1.470
40.464,563.925,16.515,-14.271,1.500
40.962,563.493,16.687,-14.526,1.530
41.465,563.053,16.853,-14.779,1.560
41.973,562.606,17.013,-15.031,1.590
42.486,562.151,17.169,-15.282,1.620
43.003,561.689,17.319,-15.531,1.650
43.525,561.219,17.464,-15.779,1.680
44.051,560.742,17.604,-16.026,1.710
44.581,560.258,17.738,-16.271,1.740
45.115,559.766,17.868,-16.515,1.770
45.653,559.267,17.992,-16.758,1.800
46.195,558.761,18.112,-17.000,1.830
46.740,558.247,18.227,-17.240,1.860
47.288,557.726,18.337,-17.479,1.890
47.840,557.198,18.442,-17.717,1.920
48.395,556.663,18.542,-17.953,1.950
48.952,556.121,18.638,-18.188,1.980
49.513,555.572,18.729,-18.422,2.010
50.076,555.016,18.815,-18.654,2.040
50.642,554.453,18.897,-18.885,2.070
51.210,553.883,18.974,-19.115,2.100
51.780,553.306,19.047,-19.344,2.130
52.352,552.722,19.115,-19.571,2.160
52.927,552.132,19.179,-19.797,2.190
53.503,551.534,19.238,-20.021,2.220
54.081,550.930,19.294,-20.244,2.250
