time,x,y,vx,vy
26.000,575.000,0.000,0.000,0.000
26.050,574.979,0.993,-0.425,0.100
26.198,574.916,1.964,-0.833,0.200
26.442,574.813,2.914,-1.226,0.300
26.780,574.671,3.842,-1.604,0.400
27.210,574.492,4.749,-1.967,0.500
27.729,574.278,5.635,-2.315,0.600
28.336,574.030,6.499,-2.650,0.700
29.028,573.749,7.342,-2.970,0.800
29.804,573.436,8.164,-3.277,0.900
30.660,573.093,8.965,-3.571,1.000
31.596,572.722,9.745,-3.853,1.100
32.609,572.323,10.504,-4.122,1.200
33.696,571.898,11.242,-4.380,1.300
34.856,571.448,11.959,-4.626,1.400
36.087,570.973,12.656,-4.861,1.500
37.387,570.476,13.333,-5.085,1.600
38.753,569.957,13.988,-5.298,1.700
40.184,569.417,14.624,-5.502,1.800
41.677,568.857,15.239,-5.696,1.900
43.231,568.278,15.833,-5.881,2.000
44.843,567.681,16.408,-6.057,2.100
46.512,567.066,16.962,-6.225,2.200
48.235,566.436,17.497,-6.384,2.300
50.011,565.790,18.011,-6.536,2.400
51.837,565.129,18.506,-6.681,2.500
53.711,564.454,18.981,-6.818,2.600
55.632,563.766,19.436,-6.949,2.700
57.597,563.064,19.871,-7.073,2.800
59.606,562.351,20.287,-7.192,2.900
61.654,561.626,20.683,-7.305,3.000
63.741,560.890,21.060,-7.413,3.100
65.866,560.144,21.417,-7.517,3.200
68.024,559.387,21.756,-7.616,3.300
70.216,558.621,22.075,-7.711,3.400
72.439,557.845,22.375,-7.802,3.500
74.690,557.060,22.656,-7.891,3.600
76.969,556.267,22.918,-7.976,3.700
79.273,555.465,23.161,-8.059,3.800
81.601,554.655,23.385,-8.140,3.900
83.950,553.837,23.591,-8.219,4.000
86.318,553.011,23.778,-8.297,4.100
88.705,552.178,23.946,-8.374,4.200
91.107,551.337,24.096,-8.450,4.300
93.523,550.488,24.228,-8.526,4.400
95.952,549.632,24.342,-8.601,4.500
98.391,548.768,24.439,-8.676,4.600
100.839,547.896,24.519,-8.750,4.700
103.294,547.018,24.582,-8.825,4.800
105.755,546.131,24.630,-8.899,4.900
108.220,545.238,24.662,-8.973,5.000
110.687,544.337,24.679,-9.047,5.100
113.155,543.429,24.681,-9.120,5.200
115.623,542.513,24.669,-9.194,5.300
118.089,541.590,24.643,-9.268,5.400
120.551,540.659,24.604,-9.342,5.500
123.009,539.721,24.552,-9.416,5.600
125.461,538.776,24.487,-9.490,5.700
127.906,537.823,24.410,-9.564,5.800
130.342,536.863,24.321,-9.639,5.900
132.770,535.896,24.221,-9.714,6.000
135.186,534.921,24.111,-9.789,6.100
137.591,533.938,23.990,-9.865,6.200
139.984,532.948,23.859,-9.941,6.300
142.363,531.950,23.718,-10.018,6.400
144.727,530.944,23.568,-10.095,6.500
147.076,529.930,23.410,-10.174,6.600
149.409,528.909,23.243,-10.252,6.700
151.725,527.880,23.069,-10.332,6.800
154.022,526.843,22.887,-10.412,6.900
156.302,525.798,22.698,-10.493,7.000
158.562,524.744,22.503,-10.575,7.100
160.802,523.683,22.302,-10.658,7.200
163.022,522.613,22.095,-10.742,7.300
165.221,521.534,21.882,-10.827,7.400
167.398,520.447,21.665,-10.913,7.500
169.554,519.352,21.444,-11.000,7.600
171.687,518.247,21.218,-11.088,7.700
173.797,517.134,20.989,-11.178,7.800
175.885,516.012,20.757,-11.269,7.900
177.949,514.880,20.523,-11.361,8.000
179.989,513.739,20.286,-11.454,8.100
182.006,512.589,20.047,-11.550,8.200
183.999,511.429,19.807,-11.646,8.300
185.967,510.260,19.566,-11.744,8.400
187.912,509.081,19.325,-11.844,8.500
189.832,507.891,19.083,-11.945,8.600
191.728,506.691,18.842,-12.048,8.700
193.601,505.481,18.602,-12.153,8.800
195.449,504.261,18.363,-12.259,8.900
197.273,503.029,18.125,-12.368,9.000
199.074,501.787,17.890,-12.478,9.100
200.851,500.534,17.657,-12.590,9.200
202.605,499.269,17.426,-12.704,9.300
204.337,497.993,17.199,-12.820,9.400
206.045,496.705,16.975,-12.937,9.500
207.732,495.406,16.754,-13.054,9.600
209.396,494.094,16.537,-13.172,9.700
211.039,492.771,16.323,-13.291,9.800
212.661,491.436,16.113,-13.409,9.900
214.262,490.089,15.906,-13.527,10.000
215.842,488.731,15.704,-13.644,10.100
217.403,487.360,15.505,-13.760,10.200
218.944,485.979,15.311,-13.875,10.300
220.465,484.585,15.121,-13.988,10.400
221.968,483.181,14.935,-14.099,10.500
223.452,481.766,14.755,-14.208,10.600
224.919,480.340,14.579,-14.314,10.700
226.368,478.903,14.407,-14.417,10.800
227.801,477.456,14.241,-14.517,10.900
229.217,476.000,14.080,-14.613,11.000
230.617,474.534,13.925,-14.705,11.100
232.002,473.059,13.774,-14.793,11.200
233.372,471.575,13.630,-14.877,11.300
234.728,470.084,13.491,-14.955,11.400
236.070,468.584,13.358,-15.028,11.500
237.400,467.078,13.231,-15.096,11.600
238.717,465.565,13.110,-15.157,11.700
240.022,464.047,12.995,-15.213,11.800
241.316,462.523,12.887,-15.262,11.900
242.599,460.995,12.785,-15.304,12.000
243.873,459.463,12.690,-15.339,12.100
245.138,457.927,12.602,-15.366,12.200
246.394,456.390,12.521,-15.386,12.300
247.642,454.850,12.447,-15.397,12.400
248.883,453.310,12.380,-15.400,12.500
250.118,451.771,12.320,-15.395,12.600
251.348,450.232,12.267,-15.382,12.700
252.572,448.694,12.221,-15.361,12.800
253.792,447.160,12.181,-15.333,12.900
255.008,445.628,12.147,-15.297,13.000
256.221,444.101,12.119,-15.255,13.100
257.432,442.577,12.096,-15.206,13.200
258.641,441.059,12.080,-15.152,13.300
259.848,439.547,12.068,-15.091,13.400
261.055,438.041,12.061,-15.024,13.500
262.261,436.543,12.059,-14.953,13.600
263.467,435.051,12.061,-14.876,13.700
264.673,433.568,12.068,-14.794,13.800
265.880,432.092,12.078,-14.709,13.900
267.089,430.626,12.093,-14.618,14.000
268.299,429.169,12.110,-14.525,14.100
269.511,427.721,12.131,-14.427,14.200
270.725,426.283,12.156,-14.326,14.300
271.942,424.856,12.183,-14.223,14.400
273.162,423.439,12.212,-14.116,14.500
274.385,422.033,12.244,-14.008,14.600
